Goal,Optimal_Actions,LLM_Optimal_Actions,Vital_Action_Predicates,Vital_Objects,Time_Limit_Exceeded,Error,Tree_Expanded_Number,Traversed_Number,Exploration_Number,Planning_Time_Total,Current_Cost,Action_Number,Recorded_Action_List,Tick_Time
Exists_Water & IsClean_Chairs & Closed_Curtain,"['Clean_Chairs', 'Turn_Curtain_Off', 'Make_Water']","['Make_Water', 'Clean_Chairs', 'Turn_Curtain_Off']","['Clean', 'Turn', 'Make']","['Chairs', 'Curtain', 'Off', 'Water']",False,False,54,54,5,0.0013632774353027344,18,3,"['Clean(Chairs)', 'Make(Water)', 'Turn(Curtain,Off)']",82
On_Chips_BrightTable6 & RobotNear_BrightTable6,"['MoveTo_Chips', 'PickUp_Chips', 'MoveTo_BrightTable6', 'PutDown_Chips_BrightTable6']","['MoveTo_Chips', 'PickUp_Chips', 'MoveTo_BrightTable6', 'PutDown_Chips_BrightTable6']","['MoveTo', 'PickUp', 'PutDown']","['Chips', 'BrightTable6']",False,False,105,105,52,0.03715229034423828,52,4,"['MoveTo(Chips)', 'PickUp(Chips)', 'MoveTo(BrightTable6)', 'PutDown(Chips,BrightTable6)']",845
Exists_Dessert & IsClean_Table1 & IsClean_Table1,"['Make_Dessert', 'Clean_Table1']","['Make_Dessert', 'Clean_Table1']","['Make', 'Clean']","['Dessert', 'Table1']",False,False,19,19,2,0.00025653839111328125,15,2,"['Clean(Table1)', 'Make(Dessert)']",68
IsClean_Chairs & Closed_Curtain,"['Clean_Chairs', 'Turn_Curtain_Off']","['Clean_Chairs', 'Turn_Curtain_Off']","['Clean', 'Turn']","['Chairs', 'Curtain', 'Off']",False,False,4,4,2,0.00017380714416503906,13,2,"['Clean(Chairs)', 'Turn(Curtain,Off)']",26
Low_ACTemperature & Low_ACTemperature & Closed_Curtain,"['Turn_AC_On', 'Turn_Curtain_Off', 'Turn_ACTemperature_Down']","['Turn_ACTemperature_Down', 'Turn_Curtain_Off']",['Turn'],"['AC', 'On', 'Curtain', 'Off', 'ACTemperature', 'Down']",False,False,21,21,4,0.0010595321655273438,9,3,"['Turn(Curtain,Off)', 'Turn(AC,On)', 'Turn(ACTemperature,Down)']",49
Exists_Coffee & Exists_Water & Active_HallLight,"['Turn_HallLight_On', 'Make_Coffee', 'Make_Water']","['Make_Coffee', 'Make_Water', 'Turn_HallLight_On']","['Turn', 'Make']","['HallLight', 'On', 'Coffee', 'Water']",False,False,68,68,7,0.0031774044036865234,13,3,"['Make(Water)', 'Make(Coffee)', 'Turn(HallLight,On)']",159
Exists_Coffee & Active_AC,"['Make_Coffee', 'Turn_AC_On']","['MoveTo_CoffeeStation', 'PickUp_Coffee', 'Turn_AC_On']","['Make', 'Turn']","['Coffee', 'AC', 'On']",False,False,12,12,2,0.00027942657470703125,8,2,"['Make(Coffee)', 'Turn(AC,On)']",41
On_ADMilk_Table3 & IsClean_Floor,"['Clean_Floor', 'MoveTo_ADMilk', 'PickUp_ADMilk', 'MoveTo_Table3', 'PutDown_ADMilk_Table3']","['MoveTo_ADMilk', 'PickUp_ADMilk', 'MoveTo_Table3', 'PutDown_ADMilk_Table3', 'Clean_Floor']","['Clean', 'MoveTo', 'PickUp', 'PutDown']","['Floor', 'ADMilk', 'Table3']",False,False,246,246,121,0.09064340591430664,70,6,"['MoveTo(ADMilk)', 'PickUp(ADMilk)', 'MoveTo(Table3)', 'PutDown(ADMilk,Table3)', 'PutDown(Anything,Anywhere)', 'Clean(Floor)']",1445
Active_AC & Closed_Curtain,"['Turn_Curtain_Off', 'Turn_AC_On']","['Turn_AC_On', 'Turn_Curtain_Off']",['Turn'],"['Curtain', 'Off', 'AC', 'On']",False,False,7,7,2,0.00021791458129882812,6,2,"['Turn(Curtain,Off)', 'Turn(AC,On)']",29
RobotNear_BrightTable6 & Low_ACTemperature,"['MoveTo_BrightTable6', 'Turn_AC_On', 'Turn_ACTemperature_Down']","['MoveTo_BrightTable6', 'Turn_AC_Turn']","['MoveTo', 'Turn']","['BrightTable6', 'AC', 'On', 'ACTemperature', 'Down']",False,False,60,60,18,0.01665806770324707,21,3,"['MoveTo(BrightTable6)', 'Turn(AC,On)', 'Turn(ACTemperature,Down)']",82
Holding_Milk & IsClean_Table1,"['MoveTo_Milk', 'Clean_Table1', 'PickUp_Milk']","['MoveTo_Milk', 'PickUp_Milk', 'MoveTo_Table1', 'PutDown_Milk_Table1']","['MoveTo', 'Clean', 'PickUp']","['Milk', 'Table1']",False,False,60,60,8,0.0035326480865478516,27,3,"['MoveTo(Milk)', 'Clean(Table1)', 'PickUp(Milk)']",243
Closed_Curtain & IsClean_Floor,"['Clean_Floor', 'Turn_Curtain_Off']","['Turn_Curtain_Off', 'Clean_Floor']","['Clean', 'Turn']","['Floor', 'Curtain', 'Off']",False,False,4,4,2,0.00016832351684570312,13,2,"['Clean(Floor)', 'Turn(Curtain,Off)']",26
