Goal,Optimal_Actions,LLM_Optimal_Actions,Vital_Action_Predicates,Vital_Objects,Time_Limit_Exceeded,Error,Tree_Expanded_Number,Traversed_Number,Exploration_Number,Planning_Time_Total,Current_Cost,Action_Number,Recorded_Action_List,Tick_Time
Exists_Water & IsClean_Chairs & Closed_Curtain,"['Clean_Chairs', 'Turn_Curtain_Off', 'Make_Water']","['Make_Water', 'Clean_Chairs', 'Turn_Curtain_Off']","['Clean', 'Turn', 'Make']","['Chairs', 'Curtain', 'Off', 'Water']",False,False,20,20,3,0.0009143352508544922,18,3,"['Clean(Chairs)', 'Make(Water)', 'Turn(Curtain,Off)']",82
On_Chips_BrightTable6 & RobotNear_BrightTable6,"['MoveTo_Chips', 'PickUp_Chips', 'MoveTo_BrightTable6', 'PutDown_Chips_BrightTable6']","['MoveTo_Chips', 'PickUp_Chips', 'MoveTo_BrightTable6', 'PutDown_Chips_BrightTable6']","['MoveTo', 'PickUp', 'PutDown']","['Chips', 'BrightTable6']",False,False,34,34,5,0.0017786026000976562,52,4,"['MoveTo(Chips)', 'PickUp(Chips)', 'MoveTo(BrightTable6)', 'PutDown(Chips,BrightTable6)']",170
Exists_Dessert & IsClean_Table1 & IsClean_Table1,"['Make_Dessert', 'Clean_Table1']","['Make_Dessert', 'Clean_Table1']","['Make', 'Clean']","['Dessert', 'Table1']",False,False,18,18,2,0.0007102489471435547,15,2,"['Clean(Table1)', 'Make(Dessert)']",68
IsClean_Chairs & Closed_Curtain,"['Clean_Chairs', 'Turn_Curtain_Off']","['Clean_Chairs', 'Turn_Curtain_Off']","['Clean', 'Turn']","['Chairs', 'Curtain', 'Off']",False,False,3,3,2,0.0006115436553955078,13,2,"['Clean(Chairs)', 'Turn(Curtain,Off)']",26
Low_ACTemperature & Low_ACTemperature & Closed_Curtain,"['Turn_AC_On', 'Turn_Curtain_Off', 'Turn_ACTemperature_Down']","['Turn_ACTemperature_Down', 'Turn_Curtain_Off']",['Turn'],"['AC', 'On', 'Curtain', 'Off', 'ACTemperature', 'Down']",False,False,4,4,3,0.0007262229919433594,9,3,"['Turn(AC,On)', 'Turn(ACTemperature,Down)', 'Turn(Curtain,Off)']",55
Exists_Coffee & Exists_Water & Active_HallLight,"['Turn_HallLight_On', 'Make_Coffee', 'Make_Water']","['Make_Coffee', 'Make_Water', 'Turn_HallLight_On']","['Turn', 'Make']","['HallLight', 'On', 'Coffee', 'Water']",False,False,32,32,3,0.0020995140075683594,13,3,"['Make(Water)', 'Make(Coffee)', 'Turn(HallLight,On)']",118
Exists_Coffee & Active_AC,"['Make_Coffee', 'Turn_AC_On']","['MoveTo_CoffeeStation', 'PickUp_Coffee', 'Turn_AC_On']","['Make', 'Turn']","['Coffee', 'AC', 'On']",False,False,11,11,2,0.0007536411285400391,8,2,"['Make(Coffee)', 'Turn(AC,On)']",41
On_ADMilk_Table3 & IsClean_Floor,"['Clean_Floor', 'MoveTo_ADMilk', 'PickUp_ADMilk', 'MoveTo_Table3', 'PutDown_ADMilk_Table3']","['MoveTo_ADMilk', 'PickUp_ADMilk', 'MoveTo_Table3', 'PutDown_ADMilk_Table3', 'Clean_Floor']","['Clean', 'MoveTo', 'PickUp', 'PutDown']","['Floor', 'ADMilk', 'Table3']",False,False,36,36,6,0.0014977455139160156,70,6,"['MoveTo(ADMilk)', 'PickUp(ADMilk)', 'MoveTo(Table3)', 'PutDown(ADMilk,Table3)', 'PutDown(Anything,Anywhere)', 'Clean(Floor)']",346
Active_AC & Closed_Curtain,"['Turn_Curtain_Off', 'Turn_AC_On']","['Turn_AC_On', 'Turn_Curtain_Off']",['Turn'],"['Curtain', 'Off', 'AC', 'On']",False,False,5,5,2,0.0007021427154541016,6,2,"['Turn(AC,On)', 'Turn(Curtain,Off)']",44
RobotNear_BrightTable6 & Low_ACTemperature,"['MoveTo_BrightTable6', 'Turn_AC_On', 'Turn_ACTemperature_Down']","['MoveTo_BrightTable6', 'Turn_AC_Turn']","['MoveTo', 'Turn']","['BrightTable6', 'AC', 'On', 'ACTemperature', 'Down']",False,False,18,18,3,0.0011916160583496094,21,3,"['Turn(AC,On)', 'Turn(ACTemperature,Down)', 'MoveTo(BrightTable6)']",55
Holding_Milk & IsClean_Table1,"['MoveTo_Milk', 'Clean_Table1', 'PickUp_Milk']","['MoveTo_Milk', 'PickUp_Milk', 'MoveTo_Table1', 'PutDown_Milk_Table1']","['MoveTo', 'Clean', 'PickUp']","['Milk', 'Table1']",False,False,20,20,4,0.0012488365173339844,27,3,"['Clean(Table1)', 'MoveTo(Milk)', 'PickUp(Milk)']",128
Closed_Curtain & IsClean_Floor,"['Clean_Floor', 'Turn_Curtain_Off']","['Turn_Curtain_Off', 'Clean_Floor']","['Clean', 'Turn']","['Floor', 'Curtain', 'Off']",False,False,3,3,2,0.0006055831909179688,13,2,"['Clean(Floor)', 'Turn(Curtain,Off)']",26
